name,age,team,pace,shooting,passing,dribbling,position,direction,joined,contract,preferred_foot,international_rep,wage
Maximilian Dittgen,26,Germany,85,56,56,66,Substitute,Pending,2020-08-04,2022,Left,1,7000
Jamie McGrath,24,Republic of Ireland,76,63,65,70,Midfielder,Right,2020-01-07,2022,Right,1,3000
Erik Janža,28,Slovenia,69,47,63,62,Defender,Left,2019-07-01,2022,Left,1,3000
Iván Diego Santillán Atoche,30,Peru,72,59,65,66,Defender,Left,2020-11-10,2021,Left,1,500
Cheyenne Dunkley,29,England,52,37,42,51,Substitute,Pending,2020-08-13,2022,Right,1,3000
Iago Justen Maidana Martins,25,Brazil,60,40,46,47,Substitute,Pending,2021-08-25,2022,Right,1,3000
Gustavo Henrique Ferrareis,25,Brazil,69,61,62,69,Substitute,Pending,2021-01-16,2021,Right,1,3000
Bilal Boutobba,22,France,65,59,66,76,Midfielder,Right,2020-08-18,2023,Left,1,2000
Lucas Alexander Sosa,27,Argentina,68,36,55,57,Defender,Left,2019-01-01,2023,Left,1,500
Halil İbrahim Pehlivan,27,Turkey,70,50,56,62,Reserve,Pending,2021-07-07,2023,Left,1,5000
Antonio Milić,27,Croatia,39,41,59,50,Substitute,Pending,2021-01-25,2023,Left,1,4000
Franz Brorsson,25,Sweden,67,30,48,53,Substitute,Pending,2015-01-01,2021,Right,1,3000
박용우 朴镕宇,27,Korea Republic,58,58,61,61,Reserve,Pending,2017-01-06,2022,Right,1,4000
Robin Maulun,24,France,65,60,69,69,Midfielder,Left,2018-07-01,2023,Right,1,3000
Roman Kerschbaum,27,Austria,65,65,64,63,Midfielder,Right,2019-07-01,2022,Right,1,5000
Jamie William Lindsay,25,Scotland,61,60,64,68,Midfielder,Center,2019-07-24,2022,Right,1,5000
Elías Már Ómarsson,26,Iceland,82,64,54,68,Substitute,Pending,2021-07-27,2024,Right,1,3000
Felix Platte,25,Germany,72,65,50,62,Substitute,Pending,2021-07-01,2023,Right,1,6000
Suleiman Abdullahi,24,Nigeria,79,66,53,67,Reserve,Pending,2019-07-01,2022,Right,1,9000
Marvin Nicholas Johnson,30,England,76,60,62,68,Substitute,Pending,2021-08-05,2023,Left,1,3000
Nikola Gjorgjev,23,North Macedonia,80,57,66,68,Substitute,Pending,2015-07-01,2022,Right,1,4000
김종우 金正友,27,Korea Republic,72,62,67,67,Substitute,Pending,2021-01-06,2022,Right,1,2000
김승준 金承俊,26,Korea Republic,78,58,60,68,Substitute,Pending,2021-01-05,2021,Right,1,2000
Ismail Azzaoui,23,Belgium,76,54,60,73,Substitute,Pending,2020-10-27,2022,Right,1,3000
Jamie Daniel Mccart,24,Scotland,66,30,45,56,Defender,Left,2020-01-28,2022,Left,1,2000
Josep Señé Escudero,29,Spain,68,63,68,70,Substitute,Pending,2021-08-03,2023,Right,1,3000
이영재 李荣载,26,Korea Republic,74,59,64,68,Midfielder,Right,2021-01-19,2022,Left,1,2000
池忠国,31,China PR,72,55,66,64,Midfielder,Right,2018-01-01,2024,Right,1,7000
Eric Iván Jesús Ramírez,24,Argentina,80,68,60,68,Substitute,Pending,2018-02-01,2022,Right,1,5000
Noah Loosli,24,Switzerland,74,44,42,56,Substitute,Pending,2021-08-17,2023,Right,1,4000
Ramazan Civelek,25,Turkey,78,56,63,70,Defender,Right,2021-01-20,2023,Right,1,5000
Iebe Swers,24,Belgium,87,52,62,68,Substitute,Pending,2021-07-01,2025,Right,1,5000
Patrick Joosten,25,Netherlands,82,69,59,69,Midfielder,Left,2020-08-06,2023,Right,1,4000
Ryan Mmaee Nwambeben Kabir,24,Belgium,76,64,53,70,Striker,Center,2021-06-07,2024,Right,1,500
Rico Strieder,28,Germany,38,41,64,64,Midfielder,Center,2020-07-02,2022,Right,1,4000
Matthew James Taylor,31,England,74,66,58,67,Striker,Center,2020-07-31,2022,Right,1,5000
Ramiro Daniel Ballivian,29,Bolivia,73,61,56,72,Substitute,Pending,2019-09-17,2021,Right,1,500
Vincent Marchetti,23,France,70,55,66,69,Substitute,Pending,2020-10-07,2023,Left,1,2000
Zinédine Machach,25,France,72,62,69,70,Substitute,Pending,2018-01-12,2022,Right,1,17000
Alejandro Velasco Fariñas,34,Spain,46,50,63,58,Substitute,Pending,2020-10-05,2022,Right,1,3000
Charlie Goode,25,England,53,32,48,55,Substitute,Pending,2020-08-19,2024,Right,1,13000
Zeki Yıldırım,30,Turkey,69,59,59,65,Substitute,Pending,2021-01-21,2022,Right,1,5000
Niko Kijewski,25,Germany,75,38,60,67,Defender,Left,2015-07-01,2022,Left,1,2000
Jake Mulraney,25,Republic of Ireland,89,57,59,68,Substitute,Pending,2020-02-12,2021,Left,1,3000
Philipp Hercher,25,Germany,77,60,61,66,Defender,Right,2019-07-08,2022,Right,1,2000
Iker Undabarrena Martínez,26,Spain,52,54,69,68,Substitute,Pending,2021-08-09,2023,Right,1,3000
Finn-Dominik Porath,24,Germany,75,60,65,70,Substitute,Pending,2019-07-01,2023,Right,1,8000
Luís Miguel Vieira da Silva,30,Portugal,47,30,44,46,Reserve,Pending,2019-07-30,2022,Right,1,11000
Horacio Gabriel Tijanovich,25,Argentina,78,66,59,68,Substitute,Pending,2021-07-12,2022,Right,1,5000
Renzo José Zambrano,26,Venezuela,72,56,68,69,Substitute,Pending,2019-02-13,2021,Right,1,3000
Filip Valenčič,29,Slovenia,73,69,62,67,Midfielder,Center,2021-01-01,2021,Left,1,500
Franck-Yves Bambock,26,France,65,49,60,63,Substitute,Pending,2021-08-12,2023,Right,1,2000
Joshua Mees,25,Germany,71,64,63,70,Substitute,Pending,2020-10-05,2024,Right,1,9000
Lander Olaetxea Ibaibarriaga,28,Spain,65,69,62,68,Substitute,Pending,2021-07-08,2022,Right,1,3000
Emanuel Taffertshofer,26,Germany,57,43,57,65,Midfielder,Left,2021-07-01,2022,Right,1,3000
Ali Hadi Al-Bulaihi,31,Saudi Arabia,57,37,38,43,Defender,Left,2017-07-02,2023,Left,1,11000
Alexander Munksgaard Nielsen,23,Denmark,76,43,59,65,Substitute,Pending,2019-01-05,2023,Right,1,4000
David Romney,28,United States,56,32,57,60,Defender,Left,2019-11-12,2026,Left,1,3000
Emmanuel Hackman,26,Ghana,74,46,51,65,Defender,Right,2021-07-01,2024,Right,1,4000
Svante Ulf Ingel Ingelsson,23,Sweden,68,54,66,67,Midfielder,Center,2021-07-01,2023,Left,1,4000
Joshua Emmanuel,23,England,78,36,60,66,Substitute,Pending,2020-08-07,2022,Right,1,4000
Jakub Piotrowski,23,Poland,65,62,66,68,Substitute,Pending,2020-07-28,2024,Right,1,7000
Jordan Thompson,24,Northern Ireland,71,54,65,68,Substitute,Pending,2020-01-17,2022,Left,1,9000
Narcisso Elias Mau de Faria,21,Brazil,64,55,61,57,Substitute,Pending,2021-07-07,2024,Right,1,4000
João Rodolfo Botelho Maia,21,Brazil,62,52,59,56,Substitute,Pending,2021-07-07,2024,Right,1,4000
Edenildo Eloi Lagoas Regalo,21,Brazil,54,53,64,58,Substitute,Pending,2021-07-07,2024,Right,1,3000
Jadenilson Nuno Baia Paneira,33,Brazil,76,48,58,63,Substitute,Pending,2021-07-07,2024,Right,1,9000
Gustavo Patrick Pastor Pombo,29,Brazil,81,69,54,73,Substitute,Pending,2021-07-08,2024,Right,1,10000
Adriano Davi Junqueiras Duarte,25,Brazil,52,29,34,45,Substitute,Pending,2021-07-07,2024,Right,1,8000
Leandro Fabiano Pestanha Días,25,Brazil,59,21,46,46,Defender,Right,2021-07-08,2024,Right,1,5000
Silas Antonaldo Taffarel Araújo,29,Brazil,66,63,63,67,Substitute,Pending,2021-07-07,2024,Right,1,10000
S. Jefferson Espinho Sobri,25,Brazil,58,56,63,68,Substitute,Pending,2021-07-08,2024,Right,1,6000
Michel David Melo Fagundes,33,Brazil,79,54,64,61,Substitute,Pending,2021-07-07,2024,Left,1,10000
Mauriçio César Clerez Farias,29,Brazil,58,46,58,55,Defender,Left,2021-07-08,2024,Right,1,8000
Dener Adão Rolim Leal,21,Brazil,62,63,63,69,Substitute,Pending,2021-06-30,2024,Right,1,4000
Maryan Shved,23,Ukraine,73,67,60,70,Substitute,Pending,2021-07-23,2024,Left,1,5000
Sinan Bakış,27,Turkey,37,67,51,60,Striker,Center,2020-07-21,2023,Right,1,3000
Aldin Turkeš,25,Bosnia and Herzegovina,68,67,51,65,Substitute,Pending,2019-07-01,2023,Right,1,6000
Osman Kakay,23,Sierra Leone,73,26,48,64,Substitute,Pending,2015-05-28,2024,Right,1,5000
Lucas Schoofs,24,Belgium,44,40,55,62,Defender,Right,2019-09-02,2024,Right,1,2000
Federico Gino Acevedo Fagúndez,28,Uruguay,57,49,67,66,Substitute,Pending,2021-07-20,2022,Right,1,5000
Sidy Sarr,25,Senegal,58,61,61,61,Substitute,Pending,2019-08-06,2023,Left,1,2000
Asumah Abubakar-Ankrah,24,Portugal,86,64,57,70,Striker,Left,2021-01-11,2023,Right,1,4000
Braian Abel Rivero,25,Argentina,63,43,62,66,Substitute,Pending,2021-07-07,2025,Right,1,5000
Luís Fernando Martelli Dias,35,Bolivia,58,26,40,49,Defender,Center,2014-07-01,2021,Right,1,500
Emmanuel Iyoha,23,Germany,76,64,53,69,Substitute,Pending,2015-10-16,2024,Right,1,8000
Matthew Millar,24,Australia,83,52,58,67,Substitute,Pending,2021-09-07,2022,Right,1,2000
Kyle Edwards,23,England,80,55,63,72,Midfielder,Left,2021-08-09,2024,Right,1,4000
Marcus Browne,23,England,84,60,61,69,Substitute,Pending,2019-07-26,2024,Right,1,9000
Jhon Jairo Velásquez Turga,26,Colombia,78,60,61,68,Winger,Right,2019-01-27,2024,Right,1,1000
Brian Rolando Blasi,25,Argentina,67,41,55,59,Substitute,Pending,2018-01-01,2022,Right,1,4000
Luís Alberto Caicedo Mosquera,25,Colombia,63,49,57,68,Substitute,Pending,2018-11-02,2021,Right,1,3000
Adriàn Dalmau Vaquer,27,Spain,68,69,52,66,Substitute,Pending,2019-07-09,2022,Right,1,6000
Emil Riis Jakobsen,23,Denmark,76,66,51,65,Striker,Left,2020-10-01,2024,Right,1,11000
Daniel Felipe Cataño Torres,29,Colombia,71,58,64,69,Midfielder,Center,2018-07-03,2022,Right,1,950
Jérémy Livolant,23,France,74,59,65,68,Substitute,Pending,2016-07-01,2024,Right,1,3000
Ziyad Al Sahafi,27,Saudi Arabia,47,58,55,56,Defender,Right,2015-07-01,2022,Right,1,11000
Yan Dhanda,22,England,70,62,67,71,Substitute,Pending,2018-05-23,2022,Right,1,9000
José David Moya Rojas,28,Colombia,51,33,43,44,Substitute,Pending,2021-02-19,2021,Right,1,5000
Luke Amos,24,England,58,51,65,66,Substitute,Pending,2020-08-17,2023,Left,1,5000
Anton Walkes,24,England,62,46,55,59,Defender,Left,2020-01-09,2024,Right,1,2000
Kubilay Kanatsızkuş,24,Turkey,63,66,56,67,Substitute,Pending,2020-09-25,2023,Left,1,5000
Gaëtan Perrin,25,France,84,64,60,70,Midfielder,Left,2021-07-13,2024,Right,1,3000
青木 拓矢,31,Japan,71,55,63,63,Midfielder,Right,2021-01-09,2022,Right,1,4000
関根 貴大,26,Japan,78,59,61,68,Midfielder,Right,2019-07-15,2022,Right,1,5000
Vítor Costa de Brito,27,Brazil,75,54,58,66,Defender,Left,2021-07-09,2022,Left,1,4000
Ljuban Crepulja,27,Croatia,67,58,60,63,Midfielder,Right,2021-07-01,2023,Left,1,3000
平岡 康裕,35,Japan,36,25,45,42,Substitute,Pending,2016-02-01,2022,Right,1,1000
三田 啓貴,30,Japan,70,63,66,66,Substitute,Pending,2019-07-17,2022,Left,1,4000
Ramon Lopes de Freitas,31,Brazil,55,66,62,68,Striker,Center,2021-07-28,2022,Left,1,8000
驹井 善成,29,Japan,73,67,66,69,Midfielder,Left,2019-02-01,2022,Right,1,3000
Héctor Damián Schmidt,28,Argentina,64,37,41,54,Defender,Left,2020-10-17,2021,Right,1,500
和泉 竜司,27,Japan,74,61,62,67,Midfielder,Left,2020-01-04,2022,Right,1,4000
山中 亮輔,28,Japan,75,51,69,67,Substitute,Pending,2019-01-10,2022,Left,1,5000
中山 雄太,24,Japan,76,45,59,64,Substitute,Pending,2019-01-15,2022,Left,1,3000
長泽 骏,32,Japan,39,69,49,61,Striker,Center,2021-01-09,2022,Right,1,2000
一美 和成,23,Japan,74,65,52,64,Reserve,Pending,2021-08-11,2023,Right,1,2000
김민혁 金珉赫,29,Korea Republic,76,27,33,45,Defender,Right,2019-01-04,2021,Right,1,4000
Josh Tymon,22,England,72,49,56,64,Defender,Left,2017-07-05,2022,Left,1,8000
前田 尚輝,26,Japan,74,66,64,66,Midfielder,Center,2018-07-19,2022,Left,1,3000
天野 纯,29,Japan,74,60,68,69,Substitute,Pending,2014-02-01,2022,Left,1,5000
东庆 悟,30,Japan,71,64,66,66,Midfielder,Right,2013-01-01,2022,Right,1,4000
高准翼,25,China PR,70,49,60,61,Defender,Left,2019-02-02,2023,Right,1,7000
町田 浩樹,23,Japan,82,28,49,47,Defender,Left,2016-01-01,2023,Left,1,3000
Matthew Robert Smith,21,Wales,72,56,66,68,Substitute,Pending,2017-08-15,2023,Right,1,3000
Sherel Floranus,22,Netherlands,82,46,58,68,Substitute,Pending,2021-07-01,2024,Right,1,5000
Kenneth William Dougall,28,Australia,70,50,60,65,Midfielder,Left,2020-10-16,2022,Right,1,5000
三竿 雄斗,30,Japan,73,42,63,59,Defender,Left,2019-01-05,2022,Left,1,2000
Saeid Ezatolahi Afagh,24,Iran,60,57,60,62,Midfielder,Center,2020-08-20,2023,Right,1,3000
Igor Sapała,25,Poland,65,58,65,64,Reserve,Pending,2018-07-01,2023,Right,1,3000
Joao Joshimar Rojas López,23,Ecuador,75,64,63,67,Striker,Right,2018-02-27,2022,Right,1,500
장호익 张镐翼,27,Korea Republic,78,49,56,64,Defender,Right,2016-01-01,2023,Right,1,2000
Blás Miguel Riveros Galeano,23,Paraguay,79,36,56,70,Reserve,Pending,2020-10-05,2024,Left,1,4000
Fernando Javier Saucedo Pereyra,31,Bolivia,56,53,64,63,Midfielder,Left,2020-01-11,2021,Right,1,500
Samba Camara,28,France,63,39,51,52,Defender,Left,2020-01-20,2022,Left,1,6000
Patryk Szysz,23,Poland,86,63,57,66,Striker,Center,2018-08-30,2022,Right,1,3000
Nigel Robertha,23,Curacao,82,66,51,67,Substitute,Pending,2021-03-30,2023,Left,1,3000
Ronaldo da Silva Souza,24,Brazil,68,41,60,68,Reserve,Pending,2021-08-03,2024,Right,1,1000
Sam Field,23,England,59,54,65,65,Substitute,Pending,2021-06-09,2024,Left,1,6000
Sami Khalil Al-Najei,24,Saudi Arabia,77,64,64,70,Midfielder,Right,2016-01-01,2024,Right,1,11000
Claudio Igor Mouria Silva,29,Brazil,63,68,66,70,Substitute,Pending,2021-07-08,2024,Right,1,9000
Jorgino Kaio Baumer Negrão,25,Brazil,63,60,64,72,Substitute,Pending,2021-06-30,2024,Right,1,5000
Adrián Guto Maideira Almeida,25,Brazil,76,69,61,68,Substitute,Pending,2021-07-08,2024,Left,1,8000
Jonaldo Kauã Santoso Jasper,29,Brazil,60,68,50,62,Substitute,Pending,2021-06-30,2024,Left,1,6000
Pedro Emmanuel Ojeda,23,Argentina,64,52,65,68,Midfielder,Center,2016-05-10,2023,Right,1,5000
Armando André Alfageme Palacios,30,Peru,67,43,55,58,Substitute,Pending,2019-10-07,2022,Right,1,500
Jordy Bruijn,24,Netherlands,68,63,65,70,Midfielder,Left,2020-07-01,2023,Right,1,4000
Damil Serena Dankerlui Wadilie,24,Suriname,85,51,60,65,Substitute,Pending,2020-08-05,2024,Right,1,3000
Leandro Isaac Maciel,25,Argentina,67,53,62,67,Substitute,Pending,2020-08-20,2023,Right,1,4000
Sam Surridge,22,England,62,66,45,65,Substitute,Pending,2021-08-04,2025,Right,1,9000
Steven Jeffrey Seddon,23,England,77,50,65,66,Defender,Left,2021-07-22,2024,Left,1,3000
정승원 郑世元,24,Korea Republic,80,55,60,66,Midfielder,Right,2016-01-01,2022,Right,1,3000
Steve Breitkreuz,29,Germany,62,56,46,53,Defender,Left,2021-07-01,2023,Right,1,4000
Louis Samson,25,Germany,59,40,56,61,Substitute,Pending,2021-07-06,2023,Right,1,2000
Víctor Álvarez Rozada,23,Spain,85,60,59,67,Midfielder,Right,2015-07-01,2022,Right,1,3000
Jannik Müller,27,Germany,67,36,48,50,Substitute,Pending,2021-07-01,2024,Right,1,5000
Mateus Gonçalves Martins,26,Brazil,81,62,56,74,Substitute,Pending,2021-01-25,2023,Right,1,500
Guessouma Fofana,28,France,58,59,62,63,Substitute,Pending,2021-07-08,2024,Right,1,6000
Dinis da Costa Lima Almeida,26,Portugal,54,38,43,48,Reserve,Pending,2021-07-09,2024,Right,1,7000
Kangni Frederic Ananou,23,Germany,79,38,47,59,Substitute,Pending,2020-08-27,2022,Right,1,5000
Nils Seufert,24,Germany,63,51,65,71,Substitute,Pending,2021-07-01,2024,Right,1,7000
Matheus Rossetto,25,Brazil,72,61,65,71,Substitute,Pending,2020-02-03,2021,Right,1,3000
Gastón Suso,30,Argentina,51,32,36,45,Defender,Left,2018-07-23,2022,Left,1,4000
Niklas Schmidt,23,Germany,57,65,70,69,Midfielder,Left,2018-07-01,2022,Right,1,4000
Christoph Daferner,23,Germany,64,67,46,63,Striker,Left,2020-08-07,2023,Right,1,6000
Mohanad Abdulkadhim Qasim Al Jebur Jeahze,24,Sweden,85,43,60,66,Midfielder,Left,2020-08-25,2023,Left,1,2000
Daan Heymans,22,Belgium,61,68,65,66,Midfielder,Right,2021-07-01,2024,Right,1,6000
Carlos Emilio Rodríguez Rodríguez,31,Uruguay,48,31,36,44,Defender,Right,2021-01-27,2022,Right,1,500
Valentin Gheorghe,24,Romania,85,65,63,67,Substitute,Pending,2021-09-03,2026,Right,1,6000
Bjørn Maars Johnsen,29,Norway,68,67,50,60,Striker,Left,2021-02-04,2022,Right,1,4000
Jean Carlos Silva Rocha,25,Brazil,84,59,63,65,Midfielder,Left,2021-07-01,2023,Right,1,3000
Derrick Jones Amaniampong,24,United States,70,51,59,61,Substitute,Pending,2021-01-25,2021,Left,1,2000
Bartosz Nowak,27,Poland,62,67,66,67,Midfielder,Center,2020-08-03,2022,Right,1,3000
Joel António Soares Ferreira,29,Portugal,69,42,59,61,Defender,Left,2020-07-01,2022,Left,1,3000
Saeed Awadh Al Rubaie Al Yami,27,Saudi Arabia,67,25,45,42,Defender,Right,2018-07-31,2022,Right,1,9000
Erick Daniel Sánchez Ocegueda,21,Mexico,67,67,62,65,Midfielder,Right,2020-07-01,2022,Right,1,5000
Gaïus Makouta,23,Congo,63,68,61,69,Midfielder,Right,2021-07-27,2024,Right,1,5000
Yonatthan Nicolás Rak Barragán,27,Uruguay,58,32,53,56,Defender,Right,2021-07-02,2024,Right,1,7000
Josué Misael Domínguez González,21,Mexico,75,58,65,73,Substitute,Pending,2021-07-02,2024,Right,1,6000
Bojan Nastić,26,Bosnia and Herzegovina,71,48,61,62,Midfielder,Left,2021-01-27,2024,Left,1,4000
Romario Sandu Benzar,29,Romania,73,54,63,61,Reserve,Pending,2019-07-01,2022,Right,1,2000
Francesco Cassata,23,Italy,47,48,68,68,Substitute,Pending,2020-09-01,2022,Right,1,5000
Sebastián Ariel Lomónaco,22,Argentina,79,68,57,71,Substitute,Pending,2019-07-03,2023,Right,1,3000
Jordy Gaspar,24,France,81,43,58,67,Substitute,Pending,2020-06-12,2023,Right,1,2000
Elton Matheus Coengo Barbosa,21,Brazil,69,52,61,61,Substitute,Pending,2021-08-13,2024,Right,1,6000
Fred Marcos Cardouso Pombal,21,Brazil,65,56,70,71,Substitute,Pending,2021-06-30,2024,Left,1,4000
Heitor Edvaldo Mutto Heck,29,Brazil,64,67,62,70,Substitute,Pending,2021-07-07,2024,Left,1,6000
Enzio Leandro Julião Morrinhos,25,Brazil,71,65,55,67,Substitute,Pending,2021-06-30,2024,Right,1,5000
Claudio Ever Silbeiro Martins,25,Brazil,72,68,49,66,Substitute,Pending,2021-07-08,2024,Left,1,6000
Pedro Pablo Velasco Arboleda,28,Ecuador,75,52,57,60,Reserve,Pending,2013-02-05,2021,Right,1,500
Ifeanyi Mathew,24,Nigeria,80,60,63,69,Midfielder,Left,2016-07-28,2022,Right,1,2000
Pol Valentín Sancho,24,Spain,91,39,57,67,Substitute,Pending,2020-08-31,2022,Right,1,2000
Adrián Diéguez Grande,25,Spain,60,30,48,52,Midfielder,Left,2020-09-15,2024,Left,1,3000
Jan Sýkora,27,Czech Republic,81,64,63,69,Substitute,Pending,2020-08-24,2024,Left,1,500
김진야 金真冶,23,Korea Republic,86,54,61,67,Substitute,Pending,2019-12-14,2023,Right,1,2000
Jacob Brown,23,England,76,64,62,68,Striker,Right,2020-09-09,2023,Right,1,9000
Filip Ugrinic,22,Switzerland,70,65,68,63,Midfielder,Left,2015-01-01,2024,Right,1,5000
Manuel Thurnwald,22,Austria,83,50,59,70,Defender,Right,2019-07-22,2022,Right,1,4000
Patryk Klimala,22,Poland,82,64,48,65,Striker,Right,2021-04-22,2025,Right,1,3000
Ían Jairo Misael Torres Ramírez,21,Mexico,83,63,60,65,Winger,Right,2016-07-01,2022,Right,1,4000
Harrinson Mancilla Mulato,29,Colombia,58,34,61,54,Midfielder,Right,2020-01-01,2022,Right,1,6000
Ahoueke Steeve Kévin Denkey,20,Togo,72,68,43,67,Striker,Center,2021-01-10,2024,Right,1,4000
Henry Wingo,25,United States,81,54,58,65,Substitute,Pending,2021-01-18,2023,Right,1,500
Christopher James Durkin,21,United States,59,58,66,65,Midfielder,Right,2020-07-01,2023,Right,1,4000
Jordan Williams,21,England,74,38,54,64,Substitute,Pending,2018-08-08,2023,Right,1,9000
Erik Alexander Expósito Hernández,25,Spain,67,66,59,63,Striker,Center,2019-07-01,2024,Left,1,4000
矢島 慎也,27,Japan,69,59,64,67,Forward,Right,2017-12-21,2022,Right,1,5000
Patrick Sontheimer,22,Germany,65,51,64,70,Midfielder,Left,2021-07-19,2023,Right,1,2000
Bryan Lasme,22,France,83,66,52,62,Striker,Left,2021-07-01,2025,Left,1,8000
Jonathan Bolingi Mpangi Merikani,27,Congo DR,71,64,58,66,Substitute,Pending,2018-07-01,2022,Right,1,8000
Bassem Srarfi,24,Tunisia,73,62,65,71,Substitute,Pending,2020-01-25,2023,Left,1,5000
Santiago Ignacio Bueno Sciutto,22,Uruguay,52,28,43,49,Substitute,Pending,2019-08-19,2024,Right,1,3000
Matthew Olosunde,23,United States,76,39,52,64,Substitute,Pending,2021-07-01,2023,Right,1,9000
深井 一希,26,Japan,66,53,65,67,Substitute,Pending,2013-01-01,2022,Right,1,3000
菅 大輝,22,Japan,70,56,66,67,Midfielder,Left,2017-01-01,2022,Left,1,2000
松原 後,24,Japan,74,58,58,66,Defender,Left,2020-01-20,2022,Left,1,4000
木本 恭生,27,Japan,54,42,55,55,Reserve,Pending,2021-01-09,2022,Right,1,2000
関口 訓充,35,Japan,75,59,66,69,Substitute,Pending,2018-04-10,2023,Right,1,2000
Sergiu Cătălin Hanca,29,Romania,77,61,63,68,Midfielder,Right,2019-02-01,2025,Right,1,4000
Roel Janssen,31,Netherlands,42,41,57,60,Defender,Left,2020-07-01,2023,Left,1,4000
Paxton Pomykal,21,United States,73,58,68,69,Midfielder,Right,2016-09-08,2023,Left,1,2000
Julien Masson,23,France,62,42,58,58,Midfielder,Center,2017-11-13,2023,Left,1,2000
Beni Baningime,22,Congo DR,54,46,62,65,Midfielder,Right,2021-07-29,2024,Right,1,2000
Mads Roerslev Rasmussen,22,Denmark,75,39,59,64,Substitute,Pending,2019-08-07,2024,Right,1,12000
Felix Beijmo,23,Sweden,80,37,53,60,Substitute,Pending,2020-08-12,2023,Right,1,2000
Jason Pendant,24,France,75,32,56,60,Substitute,Pending,2020-03-10,2021,Left,1,2000
August Erlingmark,23,Sweden,63,55,57,60,Substitute,Pending,2017-03-21,2021,Right,1,2000
Dániel Gazdag,25,Hungary,76,62,64,68,Substitute,Pending,2021-05-11,2022,Right,1,3000
Nikolas Terkelsen Nartey,21,Denmark,71,49,65,73,Reserve,Pending,2019-08-29,2023,Right,1,7000
Ben Wilmot,21,England,47,30,48,55,Defender,Left,2021-06-24,2025,Right,1,6000
Alberto Rodríguez Baró,23,Spain,54,29,46,48,Substitute,Pending,2019-07-19,2023,Right,1,6000
Luis Perea Hernández,23,Spain,53,54,61,65,Reserve,Pending,2020-08-27,2025,Right,1,3000
Renê Ferreira dos Santos,29,Brazil,53,43,51,56,Defender,Center,2021-06-26,2023,Right,1,7000
Danilo Wiebe,27,Germany,58,43,63,64,Defender,Right,2019-07-03,2024,Right,1,3000
Marc Heider,35,Germany,73,67,59,63,Striker,Center,2016-07-01,2022,Right,1,2000
Klaus Gjasula,31,Albania,38,50,55,54,Midfielder,Right,2021-08-11,2023,Right,1,5000
Sebastian Kowalczyk,22,Poland,80,59,62,68,Substitute,Pending,2016-11-25,2021,Right,1,3000
Alexandre Xavier Pereira Guedes,27,Portugal,61,65,59,63,Substitute,Pending,2021-07-26,2024,Right,1,4000
Jakub Jugas,29,Czech Republic,63,45,51,50,Defender,Right,2021-07-01,2024,Right,1,4000
Žan Majer,28,Slovenia,61,58,69,70,Midfielder,Right,2019-02-16,2023,Right,1,2000
