nombre,edad,seleccion,posicion
Héctor Alejandro Mascorro López,24,Mexico,Reserve
Saad Abdul-Salaam,29,United States,Reserve
Kevin van Veen,30,Netherlands,Striker
Kaiyne River Woolery,26,England,Winger
Jodi Jones,23,England,Substitute
Sven Henrik Olof Castegren,25,Sweden,Defender
Regan Hendry,23,Scotland,Midfielder
Paul James McMullan,25,Scotland,Winger
Markus Nakkim,24,Norway,Defender
Joe James Powell,22,England,Midfielder
Cole Alexander,31,South Africa,Reserve
Valtteri Moren,30,Finland,Defender
Matheus Goncalve Sávio,24,Brazil,Reserve
Aaron Edward-George Hayden,24,England,Defender
Warren Caddy,24,France,Substitute
김진혁 金镇夏,28,Korea Republic,Defender
Rafik Zekhnini,23,Norway,Substitute
Ben Edward Stevenson,24,England,Midfielder
Elliott Ricardo Wignal List,24,England,Striker
Jhojan Manuel Valencia Jiménez,24,Colombia,Midfielder
Eirik Wichne,24,Norway,Defender
Bart Straalman,24,Netherlands,Substitute
Samuel Mark Lavelle,24,Scotland,Substitute
Ahmet Emin Engin,24,Germany,Substitute
Oscar Edmundo Vaca Ortega,32,Bolivia,Defender
Sebastian Karol Musiolik,25,Poland,Substitute
Frederik Lauenborg,24,Denmark,Midfielder
Marco Lund,25,Denmark,Defender
Alessandro Deiola,25,Italy,Substitute
Steffen Nkansah,25,Germany,Defender
Conor McCarthy,23,Republic of Ireland,Substitute
Óscar Francisco García Quintela,25,Spain,Reserve
Rafał Makowski,24,Poland,Substitute
James Robert Brophy,26,England,Midfielder
Oumar Gonzalez,23,Cameroon,Defender
Leonardo Miguel Freijão Jasper,25,Brazil,Substitute
Marcelo Emanuel Vildeia Maia,25,Brazil,Substitute
Allison Alan Peixoto Gomes,25,Brazil,Substitute
Mateus Bernardo Couteira Machado,25,Brazil,Substitute
Iuliano Wagner Alfaro Azevedo,33,Brazil,Substitute
Mert Örnek,24,Turkey,Substitute
Ignacio Gil de Pareja Vicent,25,Spain,Reserve
Zak Kennedy Jules,24,Scotland,Substitute
Alexander Sorge,28,Germany,Reserve
Josh Pask,23,England,Substitute
Rivaldo Vítor Borba Ferreira Júnior,26,Brazil,Substitute
Clayton Rhys Lewis,24,New Zealand,Midfielder
Lee Grace,28,Republic of Ireland,Defender
Dylan Fox,27,Australia,Substitute
Michael Junior Omoh,29,Nigeria,Reserve
Cameron Jake Borthwick-Jackson,24,England,Substitute
Gustavo Adrián Ramírez Rojas,31,Paraguay,Striker
Valentino Müller,22,Austria,Midfielder
Trevor Clarke,23,Republic of Ireland,Substitute
Danilo Acosta,23,Honduras,Reserve
遠藤 翼,27,Japan,Substitute
José Antonio Alfaro Vázquez,28,Mexico,Substitute
Neri Ricardo Bandiera,31,Argentina,Substitute
Giorgi Aburjania,26,Georgia,Substitute
Jordan Lawrence-Gabriel,22,England,Defender
Sébastien Antoine Luc Salles Lamonge,25,France,Substitute
Sebastien Uchechukwu Ibeagha,29,United States,Substitute
宇賀神 友弥,33,Japan,Defender
古林 将太,30,Japan,Midfielder
大岩 一貴,31,Japan,Substitute
椎橋 慧也,24,Japan,Midfielder
小林 祐希,32,Japan,Midfielder
Carlos Eduardo Bendini Giusti,28,Brazil,Defender
金范容,30,Korea Republic,Substitute
大南 拓磨,23,Japan,Defender
Juan Bautista Cascini,24,Argentina,Midfielder
富樫 敬真,27,Japan,Reserve
Mukhtar Abdullahi Ali,23,Saudi Arabia,Reserve
大谷 秀和,36,Japan,Reserve
小川 庆治朗,28,Japan,Substitute
小林 誠吾,27,Japan,Forward
渡邉 千真,34,Japan,Striker
三原 雅俊,32,Japan,Substitute
金森 健志,27,Japan,Midfielder
홍정운 洪俊涣,26,Korea Republic,Defender
박한빈 朴限彬,23,Korea Republic,Midfielder
Luke Bolton,21,England,Reserve
Daniel Cleary,25,Republic of Ireland,Defender
武田 英二郎,32,Japan,Substitute
Vladislavs Gutkovskis,26,Latvia,Striker
Shane Daniel McLoughlin,24,Republic of Ireland,Midfielder
Sean James Kewku Clare,24,England,Midfielder
Agyemang Diawusie,23,Germany,Substitute
Jeppe Arctander Moe,25,Norway,Defender
Alexandru Adrian Dandea,33,Romania,Substitute
Liam Cullen,22,Wales,Striker
Anthony Ralston,22,Scotland,Defender
Dany Mota Carvalho,23,Portugal,Reserve
Paweł Olszewski,22,Poland,Reserve
Niall Nathan Michael Ennis,22,England,Reserve
John Kitolano,21,Norway,Defender
조영욱 Young Wook Cho,22,Korea Republic,Winger
Neider Barona Solis,23,Colombia,Substitute
Omar Hanif Bogle,27,England,Substitute
Jeppe Møldrup Okkels,21,Denmark,Winger
Sebastian Grønning Andersen,24,Denmark,Striker
Juan Pedro Jiménez Melero,25,Spain,Substitute
Jean Ruiz,23,France,Reserve
Grzegorz Tomasiewicz,25,Poland,Midfielder
Kwadwo Duah,24,Switzerland,Substitute
Raheem Edwards,25,Canada,Substitute
Moritz Heinrich,23,Germany,Midfielder
Kahraman Demirtaş,27,Turkey,Substitute
Moses Opondo,23,Uganda,Substitute
Sören-Kurt Reddemann,25,Germany,Substitute
Patrick Kammerbauer,24,Germany,Midfielder
Paul Ovidiu Pîrvulescu,32,Romania,Defender
Nicholas Freeman,25,England,Substitute
Vegard Leikvoll Moberg,30,Norway,Substitute
Alejandro Carbonell Vallés,23,Spain,Reserve
Emmanuel Oti Essigba,24,Ghana,Substitute
Mikey Ambrose,27,United States,Substitute
Luther Ash James-Wildin,23,Antigua and Barbuda,Defender
Silvan Eli Sidler,22,Switzerland,Substitute
Tristan Muyumba Nkita,24,France,Substitute
Eddie Albin Alexander Granlund,31,Finland,Substitute
Raphael William Doninho Oliveira,21,Brazil,Substitute
Nito Wagner Carbelho Inácio,29,Brazil,Substitute
Denver Jay Hume,22,England,Substitute
Felipe Jorge Rodríguez Valla,31,Uruguay,Midfielder
Connor Oliver Wood,24,England,Defender
Markus André Kaasa,23,Norway,Midfielder
István Sándor Fülöp,31,Romania,Substitute
Pablo Vázquez Pérez,26,Spain,Substitute
Martin Raynov,29,Bulgaria,Substitute
Iván Darío Angulo Cortés,22,Colombia,Reserve
Jordi Cortizo de la Piedra,25,Mexico,Midfielder
Anderson Rafael Ordóñez Valdéz,27,Ecuador,Substitute
이상기 李相吉,25,Korea Republic,Reserve
Silas Gnaka,22,Côte d'Ivoire,Substitute
Roshaun Omar Stuart Williams,22,England,Defender
Álvaro Rodríguez Pérez,26,Spain,Defender
Nick DePuy,26,United States,Substitute
Jacori Hayes,26,United States,Substitute
Karl Larson,29,Sweden,Substitute
Mihai Alexandru Dobre,22,Romania,Reserve
Brent Kallman,30,United States,Defender
Diego Armando Barbosa Zaragoza,24,Mexico,Defender
Tin Plavotić,24,Croatia,Defender
Kyle McAllister,22,Scotland,Substitute
Matheus Sousa Pereira,24,Brazil,Reserve
Daniel George Scarr,26,England,Defender
Jordy José Delem,28,France,Reserve
Jakub Żubrowski,29,Poland,Substitute
Daniel Harry Kemp,22,England,Substitute
Kevin Lankford,22,Germany,Substitute
Bruno Rafael R. do Nascimento,24,Brazil,Substitute
Hikmet Çiftçi,23,Turkey,Reserve
刘军帅,26,China PR,Reserve
Carlos Alonso Vargas Tenorio,22,Mexico,Defender
Jovan Marković,20,Romania,Substitute
Alexander Jallow,23,Sweden,Defender
Charles Rigon Matos,25,Brazil,Substitute
Raphael Sanchez Obermair,25,Philippines,Defender
Eetu Vertainen,22,Finland,Substitute
Ahmed Ildız,24,Turkey,Substitute
Patrick Schikowski,29,Poland,Reserve
Michael Akoto,24,Ghana,Defender
Rico Preißinger,24,Germany,Substitute
Jonas Nietfeld,27,Germany,Defender
Davy Frick,31,Germany,Substitute
Pascal Sohm,29,Germany,Reserve
Philip Türpitz,29,Germany,Substitute
Sami Al Khaibari,31,Saudi Arabia,Defender
Marius Kleinsorge,25,Germany,Substitute
Max Dombrowka,29,Germany,Defender
Nils Butzen,28,Germany,Substitute
Shayne Francis Lavery,22,Northern Ireland,Substitute
Hicham Mahou,21,France,Midfielder
José de Jesús Godínez Navarro,24,Mexico,Substitute
Lars Bünning,23,Germany,Defender
Gonçalo Alexandre Domingues Agrelos,23,Portugal,Substitute
Sebastian Jakubiak,28,Germany,Reserve
Nicolas-Gerrit Kühn,21,Germany,Reserve
Terence Owen Vancooten,23,Guyana,Defender
Raúl José Asencio Moraes,23,Spain,Substitute
Antonios Papadopoulos,21,Germany,Defender
Claudio Medina Ricoy,27,Spain,Substitute
Yacine Bourhane,22,Comoros,Substitute
Žan Celar,22,Slovenia,Substitute
Zechariah Joshua Henry Medley,20,England,Defender
Bjarke Halfdan Jacobsen,27,Denmark,Midfielder
Ethan Hamilton,22,Scotland,Substitute
Arthur Kevin Yamga Tientcheu,24,France,Substitute
Dru Yearwood,21,England,Substitute
Joseph William Champness,24,New Zealand,Substitute
Antun Palić,33,Croatia,Substitute
Lennard Maloney,21,Germany,Substitute
Callum Joseph Lang,22,England,Midfielder
Lorenzo Rajot,23,France,Substitute
Marco Alexandru Dulca,22,Romania,Midfielder
Anthony Richard Scully,22,Republic of Ireland,Winger
Bobby Adekanye,22,Netherlands,Reserve
Daniel Mandroiu,22,Republic of Ireland,Winger
Michael Lercher,25,Austria,Substitute
Nicolás Agustín Demartini,21,Argentina,Defender
Juan Carlos Colina Silva,34,Venezuela,Substitute
Théo Sainte-Luce,22,France,Defender
内田 拓哉,23,Japan,Substitute
伊藤 達哉,24,Japan,Substitute
Maximiliano Iván Ortiz Cuello,31,Bolivia,Defender
Håkan Rasmus Wiedesheim-Paul,22,Sweden,Substitute
Ramiro Guerra Pereyra,24,Uruguay,Reserve
Daniel Butterworth,21,England,Substitute
Jonathan Oluwadara Amon,22,United States,Reserve
Ali Karimi,27,Iran,Reserve
Luke William Offord,21,England,Defender
Lucas de Souza Cunha,24,Brazil,Defender
Gastón Agustín Heredia,24,Argentina,Defender
Ryan Leak,23,Wales,Defender
Filip Kusić,25,Serbia,Defender
Leverton Pierre,23,Haiti,Substitute
Elliot William Watt,21,Scotland,Midfielder
ジャーメイン 良,26,Japan,Substitute
Jonathan Marulanda Vásquez,25,Colombia,Substitute
Muhannad Mustafa Al-Shanqeeti,22,Saudi Arabia,Defender
Matthew Real,21,United States,Substitute
Luke James Hannant,27,England,Substitute
Abdullah Al Hamdan,21,Saudi Arabia,Substitute
Louis D'Arrigo,19,Australia,Midfielder
Besim Šerbečić,23,Bosnia and Herzegovina,Substitute
Milan Corryn,22,Belgium,Midfielder
Malcom Sylas Edjouma Laouari,24,Morocco,Midfielder
Aidan Will Barlow,21,England,Midfielder
Tomás Mascarenhas Lemos Reymão Nogueira,22,Portugal,Substitute
Abobaker Eisa,25,Sudan,Substitute
Ben Qadir Abou Ouattara,21,Burkina Faso,Substitute
Marcelo Iván Allende Bravo,22,Chile,Midfielder
Joshua Gaston Kitolano,19,Norway,Midfielder
坂 圭祐,26,Japan,Defender
香川 勇気,28,Japan,Midfielder
Igoh Ogbu,21,Nigeria,Defender
Simon Graves Jensen,22,Denmark,Substitute
Graham Smith,25,United States,Reserve
John Yeboah Zamora,21,Germany,Substitute
Fraser Hornby,21,Scotland,Substitute
Sivert Stenseth Gussiås,21,Norway,Substitute
Aleksandar Cvetković,26,Serbia,Substitute
Lenny Vallier,22,France,Midfielder
Franck Junior Evina,20,Cameroon,Substitute
Nils Gustav Georg Fröling,21,Sweden,Forward
Bradley Danger,23,France,Midfielder
David Alba Fernández,22,Spain,Reserve
Fatih Kaya,21,Germany,Substitute
Erik Tallig,21,Germany,Midfielder
Carl Adam Jonathan Hellborg,22,Sweden,Midfielder
Jaidon Anthony,21,England,Winger
Omran Haydary,23,Afghanistan,Reserve
Lasse Schlüter,29,Germany,Substitute
Nicky Cadden,24,Scotland,Defender
Mads Frøkjær-Jensen,21,Denmark,Substitute
Garland Gbellé,28,France,Midfielder
Herbert Paul,27,Germany,Reserve
Muhammed Enes Kiprit,21,Turkey,Striker
Samuel Joseph Finley,28,England,Midfielder
Andrei Radu,25,Romania,Reserve
Leon Klassen,21,Russia,Defender
Prince Osei Owusu,24,Germany,Substitute
Adil Taoui,19,France,Substitute
Thomas Rotter,29,Austria,Defender
Saïd Arab,20,France,Substitute
Ibrahim Sadiq,21,Ghana,Substitute
Vato Arveladze,23,Georgia,Substitute
Simon Solomon Junior Sohm,20,Switzerland,Substitute
Vitalie Damaşcan,22,Moldova,Substitute
Loïc Kouagba,27,France,Defender
Antonino Gallo,21,Italy,Defender
Mohamed Lamine Diaby-Fadiga,20,France,Substitute
Jonas Antonius Auer,20,Austria,Substitute
Jonas Benjamin Chimezie David,21,Germany,Defender
Joel John Randall,21,England,Substitute
Lucas Federico Trejo,33,Argentina,Defender
Mateusz Hołownia,23,Poland,Substitute
Alfredo Horacio Stephens Francis,26,Panama,Substitute
Hamad Turki Al Tuhayfan Al Yami,22,Saudi Arabia,Reserve
Adrián de la Fuente Barquilla,22,Spain,Reserve
Thomas van den Belt,20,Netherlands,Substitute
Gaoussou Boubacar Traoré,21,France,Reserve
Vangelis Theocharis,22,Greece,Substitute
Percy Prado Ruiz,25,Peru,Substitute
Benjamin Peter Waine,20,New Zealand,Striker
中島 元彦,22,Japan,Substitute
福田 湧矢,22,Japan,Substitute
André Anderson Pomilio Lima da Silva,21,Italy,Reserve
小池 裕太,24,Japan,Substitute
Florian-Horst Carstens,22,Germany,Defender
Hassan Mohammed Al-Tambakti,22,Saudi Arabia,Reserve
Vicente Felipe Fernández Godoy,22,Chile,Defender
Yann Kitala,23,France,Substitute
Malik Batmaz,21,Turkey,Substitute
Andrés Felipe Solano Dávila,23,Colombia,Reserve
Aleksandar Jukic,20,Austria,Substitute
Mehdi Boudjemaa,23,France,Substitute
Jonathan Ozziel Herrera Morales,20,Mexico,Substitute
Himad Abdelli,21,France,Substitute
Mounaïm El Idrissy,22,France,Substitute
Mamudu Moro,26,Ghana,Substitute
Johnny Furdal,35,Norway,Reserve
Mads Bidstrup,20,Denmark,Reserve
Martijn Berden,23,Netherlands,Winger
Vinni Dugary Triboulet,22,Cameroon,Substitute
Tomás Facundo Mariano Ortiz,21,Argentina,Reserve
Daniel Iliuță Popa,25,Romania,Striker
Ricardo Florin Grigore,22,Romania,Defender
伊佐 耕平,29,Japan,Substitute
Alexis Hazael Gutiérrez Torres,21,Mexico,Substitute
Amar Sejdič,24,Germany,Midfielder
Mark Sykes,23,Northern Ireland,Winger
関川 郁万,20,Japan,Defender
Arjen van der Heide,19,Netherlands,Substitute
Iván Smith,22,Argentina,Substitute
Saeed Juma Hasan Juma Alsaadi,22,United Arab Emirates,Defender
Rayan Yaslam Mohamad Aboudan Al Jaberi,26,United Arab Emirates,Reserve
Nazareno Romero,21,Argentina,Reserve
Josh Benson,21,England,Midfielder
Andrés Vombergar,26,Slovenia,Substitute
刘云,26,China PR,Midfielder
Cade Dylan Cowell,17,United States,Midfielder
Benji Michel,23,United States,Midfielder
Kyle Smith,29,United States,Substitute
成瀬 竣平,20,Japan,Defender
Sean Nealis,24,United States,Defender
Folarin Balogun,19,England,Substitute
Javier Aparicio Gómez,21,Spain,Reserve
Allan Enzo Cruz Leal,25,Costa Rica,Substitute
Rami Al Hajj,19,Sweden,Substitute
松岡 大起,20,Japan,Reserve
Gianni Ryan Stensness,22,New Zealand,Defender
Robbe Quirynen,19,Belgium,Substitute
Doru Popadiuc,26,Romania,Midfielder
Enriko Papa,28,Albania,Midfielder
Lóránd Levente Fülöp,23,Romania,Midfielder
Roberto Carlos Fernández Toro,21,Bolivia,Defender
Mateusz Praszelik,20,Poland,Forward
Davide Bettella,21,Italy,Reserve
José Luis Espinosa Arroyo,29,Spain,Defender
Mark McGuinness,20,Republic of Ireland,Substitute
Ian Ethan Maatsen,19,Netherlands,Defender
Bilal Benkhedim,20,France,Reserve
Juan David Castro Ruiz,29,Mexico,Midfielder
Ottman Dadoune,26,France,Substitute
Shaquil Delos,22,France,Substitute
Peter Bjur,21,Denmark,Substitute
Boris Cespedes,26,Bolivia,Midfielder
Amadou Traoré,19,France,Reserve
Bandiougou Fadiga,20,France,Reserve
Ryan Longman,20,England,Substitute
Anders Hagelskjær,24,Denmark,Substitute
Rasmus Carstensen,20,Denmark,Defender
Jan Grzesik,26,Poland,Defender
Josip Stanišić,21,Croatia,Reserve
Cristian Ionuț Costin,23,Romania,Reserve
Marius Mădălin Martac,29,Romania,Substitute
Vadim Rață,28,Moldova,Midfielder
Miłosz Szczepański,23,Poland,Reserve
Mohammed Ali Shaker Ali Almahri,24,United Arab Emirates,Reserve
Marcel Gottschling,27,Germany,Defender
Leroy Kwadwo,24,Germany,Substitute
Tyrese Momodu Fornah,21,England,Reserve
Dirk Carlson,23,Luxembourg,Defender
Leroy-Jacques Mickels,26,Germany,Substitute
Hamza Saghiri,24,Germany,Substitute
Eduardo de Sousa Santos,22,Brazil,Substitute
Ayoub Assal,19,Morocco,Midfielder
Carl Gustafsson,21,Sweden,Midfielder
Erickson Yirson Gallardo Toro,24,Venezuela,Reserve
Eduard Marian Florescu,24,Romania,Substitute
Jordan Rhett Tunnicliffe,27,England,Defender
Jack Rudoni,20,England,Midfielder
Javier Gómez Castroverde,22,Spain,Reserve
Damian Michalski,23,Poland,Substitute
Giacomo Calò,24,Italy,Midfielder
Marius Ștefănescu,22,Romania,Defender
Abu Francis,20,Ghana,Midfielder
Zinédine Ould Khaled,21,France,Substitute
Fodé Konaté,20,Mali,Substitute
Thierry Lutonda,20,Belgium,Substitute
Emanuel Fernando Maciel,24,Argentina,Substitute
Zakhele Lerato Lepasa,24,South Africa,Reserve
Leonardo Lukačević,22,Austria,Defender
Hamdi Akujobi,21,Nigeria,Substitute
Miguel Silva Reisinho,22,Portugal,Substitute
Hjalmar Ekdal,22,Sweden,Defender
Jesse Bosch,21,Netherlands,Substitute
Enrico Del Prato,21,Italy,Defender
Matthew Alexander Sorinola,20,England,Substitute
Anel Šabanadžović,22,Bosnia and Herzegovina,Substitute
Patrick Vroegh,21,Netherlands,Substitute
Joyskim Aurélien Dawa Tchakonte,25,Cameroon,Substitute
林 大地,24,Japan,Reserve
Robbie Crawford,27,Scotland,Substitute
Nuno Henrique Pina Nunes,22,Portugal,Substitute
Alexis Laurent Patrice Roge Flips,21,France,Reserve
Vadim Karpov,18,Russia,Reserve
Mory Konaté,27,Guinea,Substitute
Vincent Trummer,21,Austria,Reserve
Toni Datković,27,Croatia,Substitute
Jhonny Raúl Quiñónez Ruiz,23,Ecuador,Midfielder
Juan Daniel Álvez Ortiz,37,Uruguay,Defender
Ignacio Agustín Pereira González,23,Uruguay,Winger
Femi Azeez,20,England,Substitute
Lion Schuster,20,Austria,Substitute
Teden Mengi,19,England,Reserve
Jorge Antonio Ortíz Ortiz,39,Bolivia,Substitute
Kevin Martín Quevedo Mathey,24,Peru,Substitute
Diego Fernando Navarro Iturri,28,Bolivia,Substitute
Ronny Fernando Montero Martínez,30,Bolivia,Reserve
Victor Hugo Melgar Bejarano,33,Bolivia,Substitute
Richard Rodrigo Calderón Llori,28,Ecuador,Midfielder
Miguel Alejandro Quiroga Castillo,29,Bolivia,Midfielder
Charalambos Makridis,24,Germany,Substitute
Francisco Manenti,24,Argentina,Substitute
Diego Alejandro Guerrero Corredor,35,Venezuela,Midfielder
Jonathan Fernando Castillo Aguirre,20,Venezuela,Substitute
Juan Antonio García Reyes,30,Venezuela,Striker
César Alejandro Menacho Claros,21,Bolivia,Substitute
Miguel Ángel Leal Díaz,24,Spain,Reserve
Iván Gonzálo Vidaurre Mejía,34,Bolivia,Defender
Matías Nicolás Duffard Villarreal,32,Uruguay,Midfielder
Leonardo William Mifflin Cabezudo,21,Peru,Substitute
Oscar Camilo Salomón,22,Argentina,Defender
Alexis Adelin Beka Beka,20,France,Substitute
Tiberiu Ionuț Căpușă,23,Romania,Defender
Juan Sergio Adrián Rodriguez,25,Bolivia,Substitute
Javier Eduardo Núñez Mendoza,24,Peru,Winger
Luis Fernando Saldías Muños,24,Bolivia,Substitute
Maikel Chang,30,Cuba,Substitute
Kélian Nsona Wa Saka,19,France,Substitute
Jerónimo Rodríguez Guemes,22,Mexico,Defender
Nahom Girmai Netabay,26,Sweden,Winger
Albert Ejupi,28,Sweden,Midfielder
Lucas González,23,Paraguay,Striker
Wilson Brahian Gustavo Ayala Vera,26,Paraguay,Midfielder
Richard Daniel Salinas Rivero,26,Paraguay,Midfielder
José Sánchez Martínez,21,Spain,Reserve
Marc Echarri Marín,22,Spain,Reserve
戸嶋 祥郎,25,Japan,Reserve
三幸 秀稔,28,Japan,Substitute
Jefferson Steven Caicedo Figueroa,26,Ecuador,Midfielder
Lautaro Gabriel Torres,24,Argentina,Substitute
Luis Adrián Martínez Olivo,27,Venezuela,Defender
上島 拓巳,24,Japan,Defender
Anthony Akumu Agai,28,Kenya,Substitute
Óscar Clemente Mues,22,Spain,Substitute
Dostonbek Tursunov,26,Uzbekistan,Defender
Matías Damián Pérez,21,Argentina,Substitute
Ole Martin Lekven Kolskogen,20,Norway,Defender
Anton Kralj,23,Sweden,Midfielder
